textos;ODS
"Pueden, al cumplir ciertos requisitos, incluido un tamaño mínimo de población e ingresos anuales, optar por convertirse en una ciudad. La provincia de Cebú comprende 44 municipios. Por último, los municipios y las ciudades se componen de barangays, las LGU más pequeñas elegidas de forma independiente; hay más de 42 000 en Filipinas y 1 096 solo en la provincia de Cebú. Metro Cebu, específicamente, se compone de 13 LGU en total, incluidas tres ciudades independientes, cuatro ciudades componentes y seis municipios.";11
Los gobiernos reconocen cada vez más que existe un sólido argumento económico a favor de la igualdad de género' (OCDE, 2012a). Gran parte de su acción por la igualdad se centra en la igualdad entre hombres y mujeres en el empleo y el trabajo remunerado, y las brechas de género relacionadas con el empleo y la remuneración (Capítulo 2) se encuentran entre los indicadores de igualdad de género más utilizados. Las mujeres en todos los países de la OCDE dedican más tiempo al cuidado de los niños y las tareas domésticas no remuneradas que sus parejas masculinas (ver también Bittman et al., Como resultado, pueden tener dificultades para ingresar a la fuerza laboral y, para aquellas que están empleadas, para avanzar profesionalmente.;5
"Un análisis más profundo también puede ayudar a hacer un seguimiento de la entrega de la financiación climática internacional desembolsada a los ""usuarios finales"" (por ejemplo, la industria, los hogares y los gobiernos subnacionales) dentro de un país. Dicho análisis puede examinar qué instituciones nacionales, partes interesadas, entidades nacionales de financiación e instituciones financieras participan en los procesos. Las disposiciones del Acuerdo de París y la Decisión 1/CP.21 fomentan, pero no exigen, la comunicación de información sobre el apoyo recibido por los países en desarrollo. ";13
O'Beirne et al (2011) identificaron 1,4 informes de incidentes de daño al paciente por mes en 19 prácticas familiares en Australia. Existe desacuerdo incluso sobre la mejor métrica para capturar la ocurrencia. Las respuestas no convergieron en ninguna unidad de medida específica para capturar el daño al paciente en la atención primaria y ambulatoria. Para los países desarrollados, tres de las cuatro unidades sugeridas (temporal - población, proporción de encuentros pintados, proporción de pacientes) atrajeron números de respuesta idénticos. Para los LMIC, la unidad de medida preferida es la proporción de pacientes (Figura 2.2). Cuando se les pidió que estimaran la ocurrencia de daño al paciente usando su unidad de medida preferida, las respuestas variaron mucho.;3
"Los países de destino previstos para la cocaína incautada incluían Australia, Italia y España, mientras que Colombia se menciona como país de origen. Hay indicios de que la superficie de cultivo de adormidera ha ido en aumento y parece haber alcanzado un máximo de cinco años en Colombia, donde se habían detectado 387 ha de cultivo en 2014. La heroína fabricada en Sudamérica se destina principalmente a Estados Unidos, pero también se trafica para su consumo dentro de la región. Varios países de América del Sur han notificado incautaciones de estimulantes de tipo anfetamínico (ETA) en 2014, incluidas anfetamina, metanfetamina y sustancias del tipo ""éxtasis"", así como dietilamida del ácido lisérgico (LSD).";3
Las asociaciones público-privadas (APP) podrían ayudar a satisfacer la creciente demanda de semillas de calidad y podrían estar respaldadas por regulaciones que rijan la introducción de dichas semillas. La aplicación de nutrientes químicos en Myanmar es aproximadamente el 10 % del promedio regional del sur de Asia y menos del 7 % del de Viet Nam. El bajo uso de fertilizantes se debe particularmente al acceso limitado al crédito estacional y al nivel relativamente alto de fertilizantes adulterados a la venta.;2
Es necesario que los formuladores de políticas entiendan los factores que alimentan las desigualdades para lograr un equilibrio en la sociedad. La falta de igualdad en varias áreas, especialmente acerca de la educación, ha aumentado la brecha entre diferentes grupos de personas. Esto está teniendo economías en el capital social, la confianza y el sentimiento de seguridad entre miembros;10
"En relación con las naciones más grandes, en los SIDS la generación y el uso nacional de energía son, por lo tanto, relativamente pequeños, pero la demanda interna aumenta con el tiempo a medida que se desarrollan las poblaciones y se crea una nueva industria. Trinidad y Tobago tiene la tasa más alta de uso de energía per cápita, con más de 15 toneladas equivalentes de petróleo por año. En términos globales, el uso de energía y las emisiones de CO de los PEID son bajos, con un promedio de emisiones de CO de 4,7 megatoneladas por año; sin embargo, existe una diferencia extrema entre los emisores más altos y más bajos. Los países de mayores ingresos son los mayores emisores, incluyen a Trinidad y Tobago (el mayor emisor, con 50 megatoneladas por año), Dominica y Jamaica.";7
Como regla general, las empresas alimentarias ordinarias no pueden suministrar alimentos a las empresas alimentarias del grupo minorista con mayorista oa las empresas alimentarias mayoristas. No obstante, se ha aceptado que los operadores de empresas alimentarias minoristas puedan suministrar a un banco de alimentos. El banco de alimentos danés recolecta y redistribuye alimentos tanto al por mayor como al por menor y los entrega a organizaciones benéficas.;2
La capacidad de las instituciones y las personas es fundamental para el éxito de aNUR, por lo que ONU-Hábitat y sus socios desarrollan programas de capacitación personalizados para fortalecer la capacidad de las ciudades y los municipios para gestionar el desarrollo urbano con datos, conocimientos y herramientas relevantes. Para apoyar el proceso NUP, se inician programas de capacitación a través de varias conferencias y talleres. Estos foros incluyen elementos tales como consultas nacionales, talleres y otras actividades de fomento de la capacidad y promoción.;11
El Ministerio de Salud inició el desarrollo de un Plan de Acción Nacional sobre RAM en 2016. La disminución de la prevalencia del tabaquismo y la introducción de servicios cardíacos locales desde mediados de la década de 1990 explican parte de la disminución constante de las enfermedades cardíacas. Sin embargo, Malta registra niveles relativamente altos de muertes dentro de los 30 días posteriores a la admisión al hospital por infarto agudo de miocardio, con 9,5 por cada 100 admisiones entre los mayores de 45 años, en comparación con 7,4 en la UE y 5,5 en Italia (2013). Se registraron tasas de letalidad superiores a la media de la UE para las personas hospitalizadas por accidente cerebrovascular. En conjunto, esto puede apuntar a desafíos potencialmente sistémicos para brindar un tratamiento de alta calidad en el sector agudo, aunque se necesita una mayor investigación de los datos para comprender mejor las causas del desempeño más bajo de Malta en estos indicadores.;3
Por lo tanto, es posible incorporar algunos aspectos de flexibilidad en los marcos de gestión pesquera. Una vez más, como parte de ese sistema de gestión pesquera, los pescadores y otras partes interesadas han tenido que estar de acuerdo en que las medidas de adaptación durante la temporada son beneficiosas y necesarias. Cuanto más rápida y más acertada sea la acción de gestión para la recuperación, más probable es que pueda haber una respuesta biológica a los esfuerzos de gestión. Se pueden tomar medidas para recuperar las pesquerías, pero es más probable que la gama de alternativas sea limitada y que los costos sean más altos (Shertzer y Prager, 2007).;14
"Aunque el derecho internacional convencional declara que ciertos actos discretos asociados con el terrorismo constituyen crímenes de jurisdicción universal, el derecho internacional -durante mucho tiempo obstaculizado por la objeción de que ""el terrorista de una persona es el luchador por la libertad de otra""- ha luchado con la tarea de definir el terrorismo en sí mismo. Al definir el terrorismo y declararlo delito internacional, la legislación antiterrorista canadiense autoriza el enjuiciamiento nacional de las actividades terroristas con independencia del lugar y el momento en que se produzcan y de la identidad nacional del autor o la víctima. A medida que las legislaturas y los tribunales nacionales de Canadá y de otros países prestan cada vez más atención a lo que constituye terrorismo, sus esfuerzos iterativos pueden contribuir a promover un consenso suficiente que justifique un enfoque internacional más integrado, junto con mecanismos internacionales de aplicación de la ley.";16
El enfoque empírico puede repetirse fácilmente con datos de períodos posteriores. Sin embargo, si bien es probable que el tamaño de los grupos cambie a medida que el mercado laboral se recupere y se absorba el desempleo cíclico, es probable que persistan las barreras más estructurales mientras se mantengan las políticas subyacentes y las restricciones relacionadas. Las barreras laborales potenciales más comunes entre este 31% de la población en edad de trabajar fueron los bajos niveles de calificación, las limitaciones de salud y la experiencia laboral limitada.;8
La norma de consumo muy alto posiblemente se puede explicar por las altas pérdidas técnicas de distribución en el sistema de agua. El establecimiento de la Agencia de Desarrollo Regional del Suministro de Agua y la unión de las autoridades locales del agua con las dos grandes empresas han sido muy buenos primeros pasos hacia la mejora de la situación del suministro de agua y saneamiento del país. Sin embargo, quedan desafíos críticos.;6
¿Se considera que los hombres que disfrutan de su permiso parental en su totalidad, por ejemplo, no están comprometidos con sus carreras y no son tenidos en cuenta para ascensos? Sin embargo, las economías actuales necesitan todo el talento disponible para garantizar un futuro sostenible y próspero, al tiempo que debe alcanzarse un equilibrio adecuado entre las responsabilidades en el hogar y en el trabajo para ofrecer una vida mejor para todos. Cuando se les pregunta, menos mujeres que hombres dicen que preferirían trabajar por cuenta propia.;5
Es importante aclarar que son los municipios con sus líderes de proyecto quienes participan en el programa oficial, pero también invitan y eligen escuelas a las que luego se les ofrece lugares en las conferencias y posteriormente implementan el programa AfL. En algunos de los municipios que participan en este estudio, parece que algunas de las escuelas que no son oficialmente miembros del programa creen que lo son. Una posible explicación para esto es que algunos de los municipios utilizan estrategias para compartir conocimientos a través de conferencias para todas las escuelas de su municipio. Sin embargo, es un desafío evaluar el impacto del programa AfL en las escuelas participantes a través de los puntajes de las pruebas cuando tantas escuelas estaban confundidas acerca de su estado/grado de participación en el proyecto.;4
"El impacto esperado se relaciona principalmente con mayores costos de mantenimiento de la infraestructura debido al aumento esperado del ""estrés térmico"" en la infraestructura vial y ferroviaria. Los problemas derivados del estrés térmico requieren estrictos gastos de adaptación: un aumento anual de los costes de adaptación del 0,4 al 0,6 por ciento para superficies de carreteras hasta 2070 y hasta el 83 por ciento para infraestructura ferroviaria. En el escenario realista para 2020, esta área incluye llanuras aluviales y bosques ribereños en una parte sustancial del distrito forestal de Miziian, especialmente en la región de la costa de Dobrudzha. En 2050, la Zona A también cubrirá los bosques bajos del subcinturón de durmast, hayas y abetos en las montañas de los Balcanes, la subregión de Ródope Oriental y Pirin.";13
Los hombres son hospitalizados anualmente por psicosis (especialmente esquizofrenia) a una tasa ligeramente más alta que las mujeres. En 2007, este número fue de aproximadamente 3 000 hospitalizaciones entre hombres, frente a 2 600 mujeres. Los datos de 2011 encontraron que el 15,1% de los pacientes hospitalizados con esquizofrenia fueron rehospitalizados dentro de los 30 días posteriores al alta (OCDE, 2014a).;3
Ver: http://www.energy.eu/http://www.nordicenergysolutions.org Orkustofnun (2010). Estadísticas de energía en Islandia 2009. La energía primaria se refiere a la energía que se encuentra en la naturaleza que no ha sido sometida a ningún proceso de conversión o transformación, p. carbón, lignito, aceite mineral, gas natural, uranio (energía nuclear), agua (energía hidráulica), radiación solar, viento. La energía final es una forma de energía disponible para el usuario después de la conversión de energía primaria.;7
El trabajo en las esferas prioritarias de la pobreza y los ODM y la gobernanza democrática puede profundizar las intenciones y la acción hacia resultados que tengan en cuenta las cuestiones de género y las transformen. Toda la programación y las políticas del PNUD deben estar atentas a enmarcar a las mujeres como agentes y ciudadanas activas. Si el PNUD pretende contribuir a un cambio transformador, tendrá que acelerar los esfuerzos en todas las áreas prioritarias para abordar de forma más estratégica las raíces de las desigualdades, las estructuras de poder, participación y relaciones desiguales, y abordar y transformar las normas, valores y políticas desiguales.;5
Sin embargo, se observan grandes diferencias de un país a otro. Las múltiples facetas de la pobreza de los niños, niñas y adolescentes (carencias en materia de alimentación, vivienda, acceso a agua potable y saneamiento, educación, información e ingresos familiares) provocan efectos adversos permanentes que los marcan por el resto de sus vidas. En gran medida, estos efectos también conducen a la transmisión intergeneracional de la pobreza y, en algunos casos, sirven para profundizar la desigualdad.;1
Noruega planteó esta cuestión durante el 12º Congreso de las Naciones Unidas sobre Prevención del Delito y Justicia Penal, celebrado en Salvador (Brasil) en 2010. El informe se finalizará a principios de 2011. Además, como ha señalado la OCDE en varias ocasiones, Noruega desea centrarse en el vínculo entre los pabellones de conveniencia y los paraísos fiscales para lograr una mayor transparencia en relación con la propiedad y el control de los buques pesqueros. ;14
Conseguir un barco a la ciudad más cercana, el único medio de transporte, es caro. Y en una sociedad patriarcal, donde los roles y trabajos bien definidos de las mujeres se descartan como menos valiosos, puede ser extraordinariamente difícil para las niñas reunir la motivación para seguir sus sueños. Es un trabajo de alta presión con muchas horas.;5
En India, la debilidad de los balances bancarios y corporativos también contribuyó a una fuerte desaceleración de la inversión, por lo que la simple reducción de las tasas de interés oficiales no fue suficiente para reactivar la inversión en ese país. Durante el año pasado, ha habido una recuperación bienvenida en la inversión. En consonancia con una demanda mundial más firme y un comercio más sólido, repuntó la inversión en sectores manufactureros orientados a la exportación. El aumento de los desembolsos en infraestructura pública también ha respaldado una fuerte inversión en países como Indonesia y Pakistán.;8
Existen numerosas y específicas razones por las que Sudáfrica se encuentra en una posición distintiva para promover e influir en el uso de los derechos constitucionales para proteger el medio ambiente. Como resultado de su historia y estructura constitucional únicas, la Corte Constitucional de Sudáfrica posee capacidades especiales para abordar las preocupaciones ambientales nacionales e impactar el discurso del derecho comparado con respecto a los derechos ambientales constitucionales. El poder judicial ya ha demostrado una adjudicación interna exitosa, aunque modesta, a través de su jurisprudencia ambiental temprana y exhibe el potencial para resultados aún más significativos en el futuro. Además, la Corte ocupa una posición de gran influencia en el campo del derecho constitucional comparado debido a sus amplias protecciones de derechos, reglas jurisdiccionales permisivas, consideración arraigada del derecho extranjero e internacional y su reputación sin igual entre académicos y juristas. En conjunto, este tribunal altamente influyente es estructural y políticamente capaz de apoyar una evolución significativa en el campo de los derechos ambientales constitucionales.;16
La idea de que las organizaciones deben rendir cuentas por sus impactos económicos, ambientales y sociales a menudo se denomina responsabilidad social corporativa (RSC). Una vez que las empresas reconocen la necesidad de adoptar el desarrollo sostenible, necesitan aprender cómo lograrlo. El desarrollo de indicadores de sostenibilidad relacionados con productos/servicios y procesos de producción es una buena manera para que las empresas incorporen el objetivo de la sostenibilidad en la toma de decisiones de gestión (Schwarz et al.,;12
Además, los tribunales a menudo carecen de la infraestructura, la capacidad y la experiencia para enjuiciar delitos como la violencia de género. El apoyo al desarrollo de medidas especiales para abordar la violencia de género puede incluir: programas efectivos de protección de testigos y víctimas, que incluyan casas seguras y órdenes de protección, impidiendo la presentación de pruebas sobre la conducta sexual anterior o posterior de la víctima, tribunales especializados que se centren en delitos o violencia de género, personal especialmente capacitado para dar apoyo a las víctimas, laboratorios forenses debidamente equipados y personal capacitado, e involucrando a las organizaciones de mujeres y trabajadores sociales y sanitarios en la atención a las víctimas. Con el fin de aumentar el acceso de mujeres y hombres a la justicia, los asistentes jurídicos pueden utilizarse para promover la educación, la asistencia y el acceso jurídicos.;5
Podría decirse que la tierra productiva, el agua dulce limpia y abundante, los océanos saludables y un clima estable son la base de todos los demás objetivos socioeconómicos. La lógica es simple: no vamos a construir un futuro justo y próspero para todos nosotros, en un planeta degradado con una naturaleza empobrecida. La amenaza más común para las poblaciones en declive es la pérdida y/o degradación del hábitat natural, pero la explotación insostenible, las especies invasoras y la contaminación también son amenazas importantes.;15
Esto requiere esfuerzos para impulsar estrategias económicas de base para empoderar a las mujeres solas o en unidades familiares, la introducción y el apoyo de programas de microcrédito para mujeres, la promoción de los derechos laborales, territoriales y de propiedad de las mujeres, incluso a través de la reforma legal, y la integración de las mujeres en la transformación y gestión de las instituciones de seguridad de posguerra. Cerramos con algunas recomendaciones para los actores estatales y locales internacionales, incluidas las Naciones Unidas, las organizaciones regionales y los donantes bilaterales, pero también los gobiernos nacionales, las organizaciones de la sociedad civil y las comunidades de investigación nacionales e internacionales. Las mujeres son retratadas en toda su complejidad: no simplemente como víctimas indefensas o inocentes, sino como víctimas y agentes activos del cambio. Las reflexiones de diferentes partes del mundo llaman nuestra atención sobre las diferentes dinámicas de participación que se desarrollan en varios escenarios locales, nacionales e internacionales.;5
Además, el 98,3 % de los profesores flamencos de secundaria inferior habían completado un programa de licenciatura en formación docente, la tercera cifra más alta entre los 34 países participantes en TALIS (frente a una media de TALIS del 89,8 %) (OCDE, 2014b). Los docentes son contratados en las escuelas a través de un procedimiento de contratación abierto organizado a nivel de la junta escolar y con una participación considerable del director de la escuela. Los consejos escolares tienen autonomía en la contratación, selección y nombramiento de docentes y, por lo tanto, actúan como empleadores. Sin embargo, las escuelas deben observar las normas a nivel de la comunidad flamenca con respecto a las calificaciones estándar requeridas para los docentes y los derechos estatutarios del personal docente.;4
"El desarrollo industrial que estuvo detrás de la elevada protección arancelaria y de otras ayudas públicas también condujo a un aumento sustancial del bienestar medio en América Latina durante los años cincuenta y sesenta, seguido, sin embargo, de un relativo estancamiento a partir de los años ochenta y noventa. Sin embargo, los numerosos casos de fracaso en la creación de industrias en los países en desarrollo que pudieran sobrevivir por sà solas tras décadas de apoyo estatal, en la superación efectiva de las limitaciones de divisas, en la generación de empleo suficiente y en la reducción de la pobreza y la desigualdad, llevaron a reevaluar las políticas de desarrollo y cooperación. El ""enfoque de las necesidades básicas para el desarrollo"", por ejemplo, sugería reorientar la intervención gubernamental hacia un apoyo más directo a la generación de empleo y garantizar el acceso de todos a los servicios sociales (OIT, 1976). Enfoques similares hacían hincapié en las intervenciones en favor de los pobres para reducir la desigualdad de ingresos y aumentar los beneficios del crecimiento económico agregado (Chenery y otros, 1974).";10
El uso de duras técnicas de interrogatorio sobre sospechosos de terrorismo suele justificarse por motivos utilitarios. La presente investigación sugiere, sin embargo, que aquellos que apoyan tales técnicas están motivados por motivos retributivos. Un estudio experimental realizado con una amplia muestra nacional de residentes de los EE. UU. encontró que el deseo de un interrogatorio duro es en gran medida isomorfo con el deseo de castigar, y que ambos efectos están mediados por el estado moral percibido del objetivo, pero no por la eficacia percibida del objetivo. interrogatorio. Se discuten los resultados con respecto a la justicia retributiva y la política nacional sobre interrogatorio y tortura.;16
El desempleo pasado proporciona una señal barata a los empleadores sobre la baja productividad laboral, con consecuencias adversas para las personas involucradas. (La estimación de X puede, por lo tanto, reflejar parcialmente la dependencia de la duración en la no recepción, es decir, el hecho de que las probabilidades de no recepción pueden tender a ser mayores, cuanto más larga sea la racha de no recepción. Sin embargo, los factores que influyen en la dependencia de la duración en la no recepción no necesitan ser lo mismo que los factores que influyen en la dependencia de la duración en la recepción Dado que el desempleo conduce a una disminución sustancial de los activos financieros y los ahorros, el desempleo anterior puede afectar las posibilidades de encontrar posibilidades de reempleo.;1
Este importante proyecto promueve el avance de los ODS 1, 9, 10 y 11, haciendo que las comunidades sean resilientes, inclusivas, seguras y sostenibles. Con el continuo crecimiento de la banda ancha móvil en todo el mundo y el continuo enriquecimiento de los servicios digitales, los servicios de banda ancha móvil son los principales impulsores de la economía digital. Sin embargo, todavía hay un gran número de abonados en algunos países en desarrollo que no pueden permitirse un terminal de banda ancha móvil debido al precio de los teléfonos inteligentes de banda ancha móvil o a otros factores.;9
Sin embargo, aprovechar estas oportunidades al alcance de la mano ha exacerbado la división urbano-rural con respecto al acceso a la electricidad. En todas las regiones en desarrollo, las tasas de electrificación son significativamente más bajas en las áreas rurales. En el África subsahariana, por ejemplo, mientras que el 58,3 % de las personas que viven en las ciudades tienen acceso a la electricidad, solo el 8 % de las que viven en zonas rurales tienen un acceso similar (cuadro 1). Uno de los programas de electrificación exitosos más citados es el de China, que ha alcanzado una tasa de más del 98 por ciento en menos de dos décadas (1985-2000).;7
"A medida que aumenta el número de personas mayores con necesidades médicas crónicas complejas, también crecerá la demanda de integración de la atención y el tratamiento médico personalizado. La respuesta de los proveedores a tal demanda probablemente dependerá de la reforma de los mecanismos de pago a los proveedores, particularmente para la atención secundaria. En la actualidad, estos suelen premiar episodios discretos de atención. En el futuro, es cada vez más probable que los mecanismos de pago recompensen ""paquetes"" de atención, o incluso un año completo de atención, para personas con necesidades complejas.";3
Los estándares relacionados con la calidad de los servicios de suministro de agua y el agua no facturada pueden estimular un despliegue más sistemático de SWM y tecnologías relacionadas para detectar fugas y responder a la demanda de los consumidores. Las pautas están respaldadas por sitios web, bases de datos de productos ecológicos y solicitudes de licitación pro forma. Podría decirse que Green Purchasing Network es la red internacional más activa en esta área. Las iniciativas en esta área podrían mejorar la competitividad de K-SMW frente a los servicios estándar de suministro de agua para las ciudades coreanas.;6
Algunos países también continúan restringiendo el acceso de las mujeres a esta profesión (por ejemplo, Bahrein, Yemen). Sin embargo, se necesitan esfuerzos para aumentar la representación de las mujeres en puestos de liderazgo en las organizaciones de la sociedad civil en toda la región. Estas restricciones, entre otras discutidas en otras partes de este informe, pueden restringir severamente la capacidad de las mujeres para participar plenamente en la vida pública y económica. En la interfaz entre gobiernos y ciudadanos, las mujeres en posiciones de liderazgo público pueden ejercer una influencia significativa sobre el desarrollo, implementación y evaluación de políticas públicas.;5
Este artículo detalla las respuestas dadas por los científicos sociales y los profesionales de la justicia penal durante 1932 a un estudio centrado en el estado de la criminología realizado por la Oficina de Higiene Social. Estas respuestas finalmente llevaron a la publicación del controvertido Crimen, Derecho y Ciencias Sociales (1933), que dio una dirección muy necesaria al desarrollo de la criminología. A pesar de la importancia de estas respuestas para la creación del pensamiento criminológico, solo una (de Edwin H. Sutherland) ha sido publicada anteriormente. El examen de las respuestas de todos los participantes individuales en el proyecto brinda una imagen más clara de las controversias y los cambios que finalmente ocurrieron a medida que el campo de la criminología se institucionalizaba gradualmente como disciplina académica.;16
Más de 2.000 millones de personas viven en países con un elevado estrés hídrico. El sector agrícola es, con diferencia, el mayor consumidor de agua dulce, con casi el 70% de las extracciones mundiales. Ahorrar sólo una fracción de esta cantidad aliviaría considerablemente el estrés hídrico en otros sectores, sobre todo en los países áridos, donde la agricultura puede consumir hasta el 90% de los recursos hídricos disponibles. También reforzaría el desarrollo económico en lugar de frenar el crecimiento. El ahorro de agua en la agricultura puede conseguirse de muchas formas, como aumentando la productividad de los cultivos alimentarios (más cosecha por gota), mejorando las prácticas y tecnologías de gestión del agua, aplicando prácticas agrícolas sostenibles, cultivando menos productos que consumen mucha agua en regiones con escasez de agua, reduciendo la pérdida y el desperdicio de alimentos e importando alimentos cultivados en países ricos en agua. ;6
Debido a sus características intrínsecas, Blockchain ofrece mejoras significativas en el control de datos. La tecnología permite a las empresas ganar flexibilidad en gestión de datos al permitirles elegir qué inormación es compartida con sus socios y competidores, como la fijación de precios. Junto a la mejora de la visibilidad, esta tecnología garantiza mayor se;9
Uno de los enfoques más efectivos para aumentar los logros y ajustes posteriores de los niños es apoyar a los padres para que participen activamente en las actividades de aprendizaje de los niños en el hogar (Desforges y Abouchaar, 2003, Harris y Goodall 2006). Las actividades que pueden promoverse de manera beneficiosa incluyen leer a los niños, cantar canciones y rimas infantiles, ir a la biblioteca y jugar con números. Un enfoque académico hace uso de un plan de estudios iniciado por el personal con objetivos cognitivos para la preparación escolar.;4
"Los misioneros cristianos, especialmente de las denominaciones protestantes angloamericanas, han tenido un éxito notable en su esfuerzo por plantar iglesias que se propaguen, sostengan y gobiernen por sí mismas en todo el mundo y especialmente en el África subsahariana. Las organizaciones no gubernamentales internacionales y las organizaciones intergubernamentales actuales que se dedican al desarrollo, la asistencia humanitaria, la consolidación de la paz y los derechos humanos se asemejan a ""misioneros seculares"" que difunden su evangelio de democracia, buen gobierno, paz, justicia y desarrollo sostenible. Este artículo investiga hasta qué punto los misioneros seculares de hoy pueden aprender de la indigenización del cristianismo en el África subsahariana. Concluyo que un ingrediente esencial en la estrategia misionera de evangelización brilla por su ausencia en los programas contemporáneos de desarrollo, democratización o construcción de paz. En particular, los extensos esfuerzos dedicados por los misioneros protestantes a la traducción de su mensaje bíblico al l...";16
Estos ejemplos ilustran cómo la participación y la inclusión de los niños en el desarrollo de actividades de transición y educación pueden avanzar aún más para colocar realmente las necesidades de los niños en el centro del debate. A pesar de los importantes esfuerzos de las jurisdicciones para proporcionar información a los padres a través de publicaciones especiales, folletos y reuniones de padres, se necesita más trabajo. La creencia de que las transiciones son sencillas y orgánicas dificulta la participación de los padres en las actividades de transición.;4
En el caso de las mujeres se observan tendencias claras: el empleo remunerado aumenta en la mayoría de los países, mientras que el trabajo no remunerado disminuye. Las mujeres dedican, por término medio, 1 hora más al trabajo remunerado a la semana y 2,6 horas menos al trabajo no remunerado que hace 10 años, mientras que el trabajo remunerado de los hombres ha disminuido por término medio en 4,5 horas y su carga de trabajo no remunerado ha aumentado en 2 horas. Sin embargo, el aumento medio del trabajo no remunerado realizado por los hombres no se observa en todos los países, en parte porque en algunos países los hombres trabajaban incluso más horas fuera del hogar. Los datos se refieren a 2003-11 para Estados Unidos, a 2001-11 para Japón, a 1999-2011 para Nueva Zelanda, a 2003-10 para España, a 2002-10 para Italia y a 2001-10 para Noruega.;5
El cambio climático se adaptaba bien a este paradigma y surgió de él como una prioridad clave, ya que los avances hacia bienes públicos globales, como la salud mundial, la erradicación de la pobreza y la mitigación de las crisis humanitarias, son imposibles sin una acción ambiciosa para combatir el cambio climático y construir sociedades resistentes al clima. El primer periodo de compromiso del Protocolo de Kioto debía comenzar en 2008 y prolongarse hasta 2012. Aunque se habían iniciado negociaciones en el marco del Grupo de Trabajo Especial sobre los nuevos compromisos de las Partes del anexo I con arreglo al Protocolo de Kioto (GTE-PK) con el objetivo de negociar un segundo período de compromiso con arreglo al Protocolo, la cuestión más amplia seguía siendo la siguiente: ¿cómo abordar el cambio climático a escala mundial después de 2012?;13
Este artículo muestra que la doctrina equitativa tradicional, que protegía los derechos de un comprador de bienes futuros o no determinados pagado por adelantado, fue erróneamente percibida como anulada por la sentencia de un único juez del Tribunal de Apelación. Lo que siguió, sin embargo, fue una considerable reticencia judicial por parte de los tribunales ingleses a subsanar este error. El artículo examina diversos enfoques legislativos y judiciales de las principales jurisdicciones de common law de todo el mundo que pretenden reducir el potencial de injusticia creado por esta cautela judicial. Sin embargo, a pesar de la intervención legislativa en Inglaterra para proporcionar remedios limitados, ha habido una marcada renuencia en otros lugares para producir la reforma radical necesaria sugerida por la Comisión de Reforma Legislativa de Ontario. Se examina la situación en Irlanda y los autores señalan que puede haber llegado el momento de reconsiderar las disposiciones legales vigentes en esa jurisdicción. ;16
Sin embargo, no todas las formas de política renovable crean los mismos efectos de sistema y distorsiones económicas. Esta sección analiza los diferentes marcos regulatorios existentes para promover las energías renovables y su impacto en el funcionamiento y resultados de los mercados eléctricos. A pesar de los beneficios de un esquema de apoyo europeo más unificado que mitigaría las distorsiones del mercado en y entre países, actualmente prevalece una serie de marcos regulatorios nacionales (ver Tabla 5.1 e IEA, 2008). A medida que ciertas tecnologías, como la eólica, alcanzan mayores niveles de madurez, ciertos esquemas de apoyo, como las tarifas reguladas, se vuelven menos adecuados. También existe un vínculo entre el diseño general del mercado y los esquemas de apoyo a las energías renovables.;7
Una diversidad de fondos puede tener ventajas, permitiendo la especialización, por ejemplo, centrándose en los PMA o en aspectos de la acción climática como la tecnología. También ha facilitado la integración, ya que la AOD relacionada con el clima también fluye a través de programas de desarrollo bilaterales y multilaterales. En la actualidad, la financiación climática en el marco de la CMNUCC se entrega a través de fondos que sirven como mecanismo financiero de la Convención. El Fondo Verde para el Clima y el Fondo para el Medio Ambiente Mundial son las entidades operativas de la Convención.;13
El calentamiento acelerado de la superficie del mar en las aguas que rodean Taipei Chino desde la década de 1980 no solo ha disminuido las poblaciones de peces migratorios de invierno año tras año, sino que también ha provocado cambios tales como el desplazamiento de las zonas de pesca, cambios en el régimen de especies y aumento de la vulnerabilidad del ecosistema marino. El ecosistema marino y la pesca tienen que afrontar el problema de la expansión de las poblaciones de peces del sur y la retirada de las poblaciones de peces del norte. Además, el número de peces grandes en niveles tróficos altos ha disminuido bajo la presión de varias décadas de actividad pesquera, mientras que los peces pelágicos pequeños han mostrado un aumento relativo. Mientras tanto, los frecuentes fenómenos meteorológicos extremos y la variabilidad climática durante el proceso de calentamiento dañarán aún más la pesca de Taipei Chino. En tales circunstancias, las medidas tradicionales de gestión pesquera no podrán adaptarse a los problemas causados ​​por el cambio climático. Es necesario introducir medidas externas de precaución y adaptación para reducir su impacto.;14
Estos comportamientos están relacionados con varias enfermedades importantes, por ejemplo, enfermedades circulatorias y respiratorias, y diferentes formas de cáncer y, según los cálculos publicados por la OMS (OMS, 2009, Tabla 1, países de renta alta), son responsables de más de cinco millones de muertes anuales en los países de renta alta de todo el mundo. Más concretamente, los cálculos de la OMS sugieren que el 68% de las muertes y el 44% de los años de vida ajustados en función de la discapacidad están causados por un riesgo para la salud modificable (países de ingresos altos). En el último medio siglo se han producido grandes cambios en el comportamiento de la población en relación con la salud. Cabe esperar que algunos de estos cambios -por ejemplo, la disminución de la prevalencia del tabaquismo en varios países- hayan tenido efectos beneficiosos para la salud.;3
